timestamp,Watt,Temp,Vin,Vout
2026-01-27T22:04:07.079874,120.0,22.3,101.3,99.9
2026-01-27T22:05:07.499046,128.0,22.4,101.1,99.9
2026-01-27T22:06:07.940077,128.0,22.5,100.8,99.9
2026-01-27T22:07:08.360585,136.0,22.4,101.0,99.9
2026-01-27T22:08:08.782657,120.0,22.4,101.1,99.9
2026-01-27T22:09:09.203904,120.0,22.1,100.9,99.9
2026-01-27T22:10:09.623937,120.0,21.8,100.9,99.9
2026-01-27T22:11:10.043544,120.0,21.5,101.3,99.9
2026-01-27T22:12:10.462094,120.0,21.2,101.2,99.9
2026-01-27T22:13:10.903654,120.0,20.9,101.1,99.9
2026-01-27T22:14:11.324702,128.0,20.7,101.0,99.9
2026-01-27T22:15:11.771443,136.0,20.5,101.0,99.9
2026-01-27T22:16:12.194058,120.0,20.4,101.0,99.9
2026-01-27T22:17:12.618993,120.0,20.4,101.0,99.9
2026-01-27T22:18:13.047754,120.0,20.7,101.2,99.9
2026-01-27T22:19:13.468242,120.0,21.1,101.4,99.9
2026-01-27T22:20:13.886082,120.0,21.4,101.5,99.9
2026-01-27T22:21:14.304735,128.0,21.6,101.4,99.9
2026-01-27T22:22:14.725275,128.0,21.8,101.3,99.9
2026-01-27T22:23:15.209029,144.0,22.0,101.4,99.8
2026-01-27T22:24:15.629820,128.0,22.2,101.4,99.9
2026-01-27T22:25:16.053187,128.0,22.3,101.3,99.9
2026-01-27T22:26:16.477243,128.0,22.5,101.6,99.9
2026-01-27T22:27:16.896806,120.0,22.4,101.7,99.9
2026-01-27T22:28:17.336729,120.0,22.3,101.2,99.9
2026-01-27T22:29:17.757721,120.0,21.9,101.0,99.9
2026-01-27T22:30:18.176738,128.0,21.6,101.1,99.9
2026-01-27T22:31:18.594551,120.0,21.3,101.6,99.9
2026-01-27T22:32:19.015521,120.0,21.1,101.3,99.9
2026-01-27T22:33:19.432779,128.0,20.8,101.3,99.9
2026-01-27T22:34:19.849102,120.0,20.6,101.2,99.9
2026-01-27T22:35:20.289145,120.0,20.4,101.0,99.9
2026-01-27T22:36:20.710737,128.0,20.4,101.1,99.9
2026-01-27T22:37:21.147311,136.0,20.6,101.0,99.9
2026-01-27T22:38:21.566879,112.0,21.1,101.1,99.9
2026-01-27T22:39:21.984411,120.0,21.3,101.4,100.0
2026-01-27T22:40:22.399712,128.0,21.6,101.4,99.9
2026-01-27T22:41:22.817803,128.0,21.8,101.2,99.9
2026-01-27T22:42:23.235077,120.0,22.1,101.1,99.9
2026-01-27T22:43:23.655510,120.0,22.2,100.9,100.0
2026-01-27T22:44:24.084711,144.0,22.4,100.7,99.9
2026-01-27T22:45:24.508775,120.0,22.4,100.9,99.9
2026-01-27T22:46:24.925177,128.0,22.4,100.9,99.9
2026-01-27T22:47:25.344706,128.0,22.3,100.8,99.9
2026-01-27T22:48:25.763875,120.0,22.0,101.0,99.9
2026-01-27T22:49:26.181090,120.0,21.7,100.9,99.9
2026-01-27T22:50:26.619441,120.0,21.5,100.6,99.9
2026-01-27T22:51:27.037061,128.0,21.2,100.5,99.9
2026-01-27T22:52:27.454844,120.0,21.0,100.8,99.9
2026-01-27T22:53:27.873176,120.0,20.8,100.8,99.9
2026-01-27T22:54:28.289455,120.0,20.6,100.8,99.9
2026-01-27T22:55:28.706795,120.0,20.5,100.6,99.9
2026-01-27T22:56:29.123872,120.0,20.6,100.9,99.9
